City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Goderich,CA,43.7501,-81.7165,301.33,51,0,4.12,clear sky
347,La Seyne-Sur-Mer,FR,43.0982,5.8847,310.85,66,4,4.92,clear sky
348,Maua,BR,-23.6678,-46.4614,300.04,56,60,2.88,broken clouds
349,Kampene,CD,-3.6,26.6667,300.12,44,20,0.65,few clouds
350,Shambu,ET,9.5667,37.1,284.57,94,100,0.8,light rain
351,Flinders,AU,-34.5833,150.8552,287.25,71,0,3.13,clear sky
352,Airai,TL,-8.9266,125.4092,287.3,92,97,1.24,overcast clouds
353,Mercedes,AR,-34.6515,-59.4307,289.18,37,0,1.89,clear sky
354,Abashiri,JP,44.0213,144.2697,286.36,90,62,5.23,broken clouds
355,Ville-Marie,CA,47.3335,-79.433,296.23,44,3,1.62,clear sky
356,Malacky,SK,48.436,17.0219,310.0,39,2,0.97,clear sky
357,Cubuk,TR,40.2386,33.0322,303.93,42,40,8.23,scattered clouds
358,Victoria,HK,22.2855,114.1577,300.55,92,86,2.68,overcast clouds
359,Taraz,KZ,42.9,71.3667,298.38,41,44,1.0,scattered clouds
360,Monticello,US,45.3055,-93.7941,302.58,58,0,3.6,clear sky
361,Evensk,RU,61.95,159.2333,284.14,99,100,2.18,overcast clouds
362,Qitaihe,CN,45.8,130.85,293.57,91,7,3.01,clear sky
363,Roebourne,AU,-20.7833,117.1333,291.36,50,0,4.04,clear sky
364,Pathein,MM,16.7833,94.7333,298.19,95,100,3.35,light rain
365,Shangrao,CN,28.4532,117.9686,302.27,63,60,0.92,broken clouds
366,Komsomolskiy,UZ,40.4272,71.7189,302.33,27,69,4.35,broken clouds
367,Khandyga,RU,62.6667,135.6,292.48,62,100,3.84,overcast clouds
368,Nantucket,US,41.2835,-70.0995,303.76,85,40,6.17,scattered clouds
369,Yining,CN,29.0361,114.5636,299.33,79,7,1.12,clear sky
370,Navirai,BR,-23.065,-54.1906,292.46,56,78,2.02,broken clouds
371,Aklavik,CA,68.2191,-135.0107,291.95,52,3,6.41,clear sky
372,Male,MV,4.1748,73.5089,300.57,78,99,7.05,overcast clouds
373,Grand Gaube,MU,-20.0064,57.6608,295.03,67,1,2.68,clear sky
374,Lanzhou,CN,36.0564,103.7922,300.63,56,99,2.54,overcast clouds
375,Garoua Boulai,CM,5.8833,14.55,292.23,96,100,0.81,light rain
376,Paamiut,GL,61.994,-49.6678,280.84,89,100,7.49,light rain
377,Richards Bay,ZA,-28.783,32.0377,292.3,87,1,2.16,clear sky
378,Sao Borja,BR,-28.6606,-56.0044,288.68,57,0,3.02,clear sky
379,Ulaangom,MN,49.9811,92.0667,290.4,52,79,2.05,broken clouds
380,Nelson Bay,AU,-32.7167,152.15,288.71,82,0,2.24,clear sky
381,Bubaque,GW,11.2833,-15.8333,297.54,94,100,8.13,heavy intensity rain
382,Ixtapa,MX,20.7,-105.2,304.39,70,40,1.79,scattered clouds
383,Grand Baie,MU,-20.0182,57.5802,295.07,67,1,2.68,clear sky
384,Turka,UA,49.1541,23.0297,304.15,46,1,2.48,clear sky
385,Teahupoo,PF,-17.8333,-149.2667,292.13,81,87,11.99,light rain
386,Ilfracombe,GB,51.2093,-4.1134,291.84,68,0,7.77,clear sky
387,Teguise,ES,29.0605,-13.564,300.27,54,20,10.8,few clouds
388,Alofi,NU,-19.0595,-169.9187,296.09,100,100,3.09,overcast clouds
389,Sao Joao Da Barra,BR,-21.6403,-41.0511,304.2,55,2,5.27,clear sky
390,Chenghai,CN,23.4632,116.768,299.1,94,40,0.0,scattered clouds
391,Makakilo City,US,21.3469,-158.0858,295.38,84,0,1.54,clear sky
392,Plovdiv,BG,42.15,24.75,306.32,27,40,3.09,scattered clouds
393,Ouango,CF,4.3133,22.5552,296.79,88,42,2.79,light rain
394,Kondopoga,RU,62.2057,34.2614,300.97,56,4,2.06,clear sky
395,Shestakovo,RU,56.4915,103.96,283.32,89,100,3.23,overcast clouds
396,Jaguariaiva,BR,-24.2511,-49.7058,295.78,57,53,4.44,broken clouds
397,Olinda,BR,-8.0089,-34.8553,300.0,74,40,5.66,scattered clouds
398,Grand-Santi,GF,4.25,-54.3833,305.73,41,11,1.7,few clouds
399,Ust-Ilimsk,RU,58.0006,102.6619,283.48,98,83,2.74,broken clouds
400,Jaciara,BR,-15.9653,-54.9683,309.39,17,10,0.79,clear sky
401,Pangody,RU,65.85,74.4859,289.28,61,56,1.16,broken clouds
402,Palana,RU,59.1167,159.9667,283.13,87,100,4.45,overcast clouds
403,Cidreira,BR,-30.1811,-50.2056,287.6,74,94,7.0,overcast clouds
404,Sola,VU,-13.8833,167.55,299.96,76,17,8.04,few clouds
405,Trincomalee,LK,8.5711,81.2335,300.53,73,100,10.52,overcast clouds
406,Petatlan,MX,17.5167,-101.2667,303.04,57,7,0.88,clear sky
407,Hay River,CA,60.8156,-115.7999,290.14,72,75,2.57,smoke
408,Savonlinna,FI,61.8699,28.88,299.18,50,0,4.63,clear sky
409,Kandrian,PG,-6.2167,149.55,298.0,89,100,1.97,overcast clouds
410,Sisimiut,GL,66.9395,-53.6735,281.72,79,100,2.62,overcast clouds
411,San Carlos,VE,9.6612,-68.5827,302.52,68,81,1.45,broken clouds
412,San Ramon,US,37.7799,-121.978,294.27,74,0,2.06,clear sky
413,Tondano,ID,1.3038,124.9112,293.2,94,98,1.03,overcast clouds
414,Nsanje,MW,-16.92,35.262,297.5,40,0,2.0,clear sky
415,Yingcheng,CN,30.95,113.55,301.4,74,26,2.97,scattered clouds
416,Tateyama,JP,34.9833,139.8667,296.54,80,88,3.75,overcast clouds
417,Marawi,PH,7.9986,124.2928,293.95,92,100,1.08,moderate rain
418,Uyaan,PH,7.8631,124.0411,290.25,94,94,1.08,moderate rain
419,Kuldur,RU,49.2167,131.6333,292.08,100,99,1.65,overcast clouds
420,Swan Hill,AU,-35.3378,143.5544,279.58,93,7,4.32,clear sky
421,Ayan,RU,56.45,138.1667,286.02,99,100,6.27,light rain
422,Klaksvik,FO,62.2266,-6.589,285.66,78,39,7.69,scattered clouds
423,Mackay,AU,-21.15,149.2,292.44,93,1,2.17,clear sky
424,Esperance,AU,-33.8667,121.9,282.06,71,100,2.81,overcast clouds
425,Kamaishi,JP,39.2667,141.8833,290.39,90,95,1.8,overcast clouds
426,Dangriga,BZ,16.9692,-88.2321,301.22,77,100,4.59,overcast clouds
427,Ratnagiri,IN,16.9833,73.3,299.21,88,100,9.55,light rain
428,Strezhevoy,RU,60.7333,77.5889,292.15,59,98,2.68,overcast clouds
429,Havre-Saint-Pierre,CA,50.2334,-63.5986,293.5,61,33,5.16,scattered clouds
430,Leshukonskoye,RU,64.8989,45.7622,296.55,65,97,1.84,overcast clouds
431,Inuvik,CA,68.3499,-133.7218,294.63,49,20,4.12,few clouds
432,Ponta Delgada,PT,37.7333,-25.6667,298.55,83,20,3.6,few clouds
433,Maki,JP,37.75,138.8833,297.54,87,95,2.68,overcast clouds
434,Bestobe,KZ,52.4994,73.0975,294.07,41,6,3.9,clear sky
435,Pozo Colorado,PY,-23.4923,-58.7972,295.34,43,82,2.41,broken clouds
436,Auki,SB,-8.7676,160.7034,297.75,88,33,1.31,scattered clouds
437,Nagato,JP,34.3833,131.2,299.89,89,64,3.96,broken clouds
438,Tukrah,LY,32.5341,20.5791,301.37,66,0,5.42,clear sky
439,Lamu,KE,-2.2717,40.902,297.27,74,0,6.97,clear sky
440,Spokane,US,47.6166,-117.3677,292.2,52,0,1.54,clear sky
441,Camacupa,AO,-12.0167,17.4833,301.08,14,10,3.22,clear sky
442,Nizhneudinsk,RU,54.9076,99.0276,282.25,81,87,5.0,overcast clouds
443,Ballina,AU,-28.8667,153.5667,290.81,85,100,4.96,light rain
444,Formosa,AR,-26.1775,-58.1781,291.14,55,20,2.06,few clouds
445,Poquoson,US,37.1224,-76.3458,305.93,75,20,4.12,few clouds
446,Norman Wells,CA,65.282,-126.8329,292.17,63,75,5.14,broken clouds
447,Barcelos,PT,41.5388,-8.6151,302.55,51,14,3.84,few clouds
448,Gaoua,BF,10.2992,-3.2508,300.27,70,97,2.51,overcast clouds
449,Leh,IN,34.1667,77.5833,292.13,50,78,3.34,broken clouds
450,Gorontalo,ID,0.5412,123.0595,297.01,93,92,1.1,overcast clouds
451,Teya,RU,60.3778,92.6267,281.21,88,68,0.96,broken clouds
452,Takoradi,GH,4.8845,-1.7554,298.3,69,22,4.83,few clouds
453,Champerico,GT,14.3,-91.9167,303.45,76,100,3.23,overcast clouds
454,Walvis Bay,NA,-22.9575,14.5053,291.47,58,19,5.95,few clouds
455,Stephenville Crossing,CA,48.5,-58.4318,295.22,83,75,8.23,broken clouds
456,Xam Nua,LA,20.4197,104.0439,293.52,97,100,0.82,overcast clouds
457,Calamar,CO,10.2511,-74.9146,302.94,70,96,2.21,overcast clouds
458,Mishkino,RU,55.3389,63.9175,292.47,64,34,2.01,scattered clouds
459,Baturaja,ID,-4.1333,104.1667,295.61,96,86,0.88,overcast clouds
460,Labrea,BR,-7.2586,-64.7981,301.97,74,87,1.07,overcast clouds
461,Smithville,US,39.3869,-94.5811,305.24,70,40,2.57,scattered clouds
462,Arlit,NE,18.7369,7.3853,304.8,44,13,11.76,light rain
463,Bara,NG,10.3744,10.7288,301.39,65,93,3.11,overcast clouds
464,Taicheng,CN,38.731,113.228,295.23,84,41,1.42,scattered clouds
465,Lindi,TZ,-10.0,39.7167,296.7,73,45,4.5,scattered clouds
466,Pochutla,MX,15.7432,-96.4661,302.05,61,43,2.35,scattered clouds
467,Jumla,NP,29.2747,82.1838,290.39,96,49,0.59,scattered clouds
468,Magadan,RU,59.5667,150.8,286.78,97,98,3.75,overcast clouds
469,Mandalgovi,MN,45.7625,106.2708,297.49,33,4,2.51,clear sky
470,Luderitz,NA,-26.6481,15.1594,290.81,63,92,5.1,overcast clouds
471,Ereymentau,KZ,51.6199,73.1033,291.08,46,36,2.74,scattered clouds
472,Miri,MY,4.4148,114.0089,296.23,100,40,5.14,scattered clouds
473,High Rock,BS,26.6208,-78.2833,305.16,67,10,6.6,clear sky
474,Coahuayana,MX,18.7333,-103.6833,303.31,66,65,0.64,broken clouds
475,Havelock,US,34.8791,-76.9013,305.96,75,83,0.89,broken clouds
476,Korla,CN,41.7597,86.1469,305.32,20,77,6.05,broken clouds
477,Rawlins,US,41.7911,-107.2387,301.09,26,0,5.14,clear sky
478,Chake Chake,TZ,-5.2459,39.7666,295.81,75,1,4.25,clear sky
479,Stornoway,GB,58.2093,-6.3865,287.55,69,75,7.2,broken clouds
480,Bicas,BR,-21.7253,-43.0594,305.31,24,0,1.74,clear sky
481,Villa Carlos Paz,AR,-31.4241,-64.4978,291.51,26,2,7.6,clear sky
482,Bereznik,RU,62.8551,42.7072,297.6,62,24,1.93,few clouds
483,Nsunga,TZ,-1.1439,31.3947,296.69,44,65,3.02,broken clouds
484,Mexico,PH,15.0646,120.7198,298.99,95,98,0.41,moderate rain
485,Spring Hill,US,28.4769,-82.5255,307.12,64,0,4.12,clear sky
486,Pital,CO,2.2665,-75.8044,300.77,54,16,2.17,few clouds
487,Tokat,TR,40.4167,36.5833,293.27,54,9,3.77,clear sky
488,Chernyshevskiy,RU,63.0128,112.4714,280.38,97,100,4.41,moderate rain
489,Haines Junction,CA,60.7522,-137.5108,285.31,84,100,2.55,overcast clouds
490,Hosbach,DE,50.0,9.2,299.74,58,100,4.2,overcast clouds
491,Srednekolymsk,RU,67.45,153.6833,280.66,69,29,1.2,scattered clouds
492,Bom Jesus,BR,-9.0744,-44.3586,307.24,31,41,3.59,scattered clouds
493,Hakkari,TR,37.5833,44.1667,301.03,24,20,3.6,few clouds
494,Rio Grande,BR,-32.035,-52.0986,286.21,73,100,5.52,overcast clouds
495,Samsun,TR,41.25,36.3333,300.37,78,75,2.06,broken clouds
496,Cooma,AU,-36.2333,149.1333,278.28,81,8,5.33,clear sky
497,Pangabuan,PH,8.0569,123.6958,296.47,96,95,0.36,overcast clouds
498,Jalna,IN,19.8333,75.8833,299.02,83,100,4.18,overcast clouds
499,Padang,ID,-0.9492,100.3543,298.33,76,82,1.72,light rain
500,Ust-Koksa,RU,50.2696,85.6108,284.67,87,7,1.29,clear sky
501,Hailin,CN,44.5833,129.4167,292.64,93,31,1.79,scattered clouds
502,Cockburn Town,TC,21.4612,-71.1419,301.04,77,100,8.96,overcast clouds
503,Tromso,NO,69.6496,18.957,287.16,62,40,8.75,scattered clouds
504,Erzin,TR,36.9559,36.2,301.98,66,0,2.97,clear sky
505,Poopo,BO,-18.3667,-66.9667,285.58,36,22,5.03,few clouds
506,Cayenne,GF,4.9333,-52.3333,304.17,24,0,4.12,clear sky
507,Carolina,PR,18.3808,-65.9574,304.09,70,40,8.23,scattered clouds
508,Shakiso,ET,5.75,38.9167,290.2,70,90,1.09,overcast clouds
509,Tilbury,GB,51.4625,0.3586,297.24,32,6,4.39,clear sky
510,Toora-Khem,RU,52.4675,96.11,279.86,75,12,1.82,few clouds
511,Artvin,TR,41.1667,41.8333,294.45,85,37,2.04,scattered clouds
512,Bambanglipuro,ID,-7.95,110.2833,296.08,86,15,1.3,few clouds
513,Ola,RU,59.5833,151.2833,287.12,97,90,3.92,overcast clouds
514,Yerbogachen,RU,61.2767,108.0108,283.82,88,100,2.79,overcast clouds
515,Gat,IL,31.61,34.7642,303.93,100,0,4.72,clear sky
516,Chumikan,RU,54.7183,135.315,284.96,98,100,9.75,light rain
517,Sahuaripa,MX,29.05,-109.2333,302.26,56,58,0.91,broken clouds
518,Rocha,UY,-34.4833,-54.3333,286.38,61,3,4.37,clear sky
519,Mwinilunga,ZM,-11.7358,24.4293,297.53,27,6,3.8,clear sky
520,Dharchula,IN,29.85,80.5333,296.15,95,84,0.66,broken clouds
521,Ntungamo,UG,-0.8833,29.65,296.41,61,71,0.63,broken clouds
522,Kungurtug,RU,50.5994,97.5228,283.23,58,83,0.74,broken clouds
523,Ndjole,GA,-0.1783,10.7649,300.73,60,99,1.93,overcast clouds
524,Harbour Breton,CA,47.4833,-55.7983,291.45,89,92,4.06,overcast clouds
525,Esmeraldas,BR,-19.7625,-44.3139,304.21,23,0,3.02,clear sky
526,Codrington,AU,-38.2667,141.9667,278.81,97,8,3.42,clear sky
527,Murom,RU,55.5656,42.0417,297.35,56,61,2.49,broken clouds
528,Dondo,MZ,-19.6094,34.7431,293.92,76,0,3.53,clear sky
529,Margate,GB,51.3813,1.3862,295.76,40,4,2.24,clear sky
530,Iquitos,PE,-3.7481,-73.2472,298.17,83,100,1.03,overcast clouds
531,Idenao,CM,4.2475,9.0047,297.7,95,93,2.83,light rain
532,Vao,NC,-22.6667,167.4833,294.77,79,100,3.59,overcast clouds
533,Kattivakkam,IN,13.2167,80.3167,302.2,81,100,8.1,moderate rain
534,Krasnoselkup,RU,65.7,82.4667,290.34,71,51,1.46,broken clouds
535,Sukhumi,GE,43.0033,41.0153,298.09,86,100,1.29,overcast clouds
536,Fresnillo,MX,23.1667,-102.8833,291.9,40,26,2.98,scattered clouds
537,Westport,US,41.1415,-73.3579,305.54,60,0,2.57,clear sky
538,Iranshahr,IR,27.2025,60.6848,313.34,11,0,6.17,clear sky
539,Florianopolis,BR,-27.6146,-48.5012,295.68,66,40,8.23,scattered clouds
540,Yablonovo,RU,50.8523,37.3574,294.32,76,92,2.06,overcast clouds
541,Bathsheba,BB,13.2167,-59.5167,304.49,82,20,11.32,few clouds
542,Vredendal,ZA,-31.6683,18.5012,289.36,61,62,6.28,broken clouds
543,Vokhma,RU,58.9303,46.7586,295.51,62,100,1.3,overcast clouds
544,Hailar,CN,49.2,119.7,289.53,70,2,3.46,clear sky
545,Ipixuna,BR,-1.7625,-48.8043,306.64,45,26,1.86,scattered clouds
546,Cabedelo,BR,-6.9811,-34.8339,301.52,68,26,6.82,scattered clouds
547,Smoky Lake,CA,54.1169,-112.4686,284.47,100,100,4.63,moderate rain
548,Ambon,ID,-3.6954,128.1814,298.84,15,82,1.03,broken clouds
549,Sungaipenuh,ID,-2.0833,101.3833,291.33,94,100,0.48,overcast clouds
550,Krasnaya Zarya,RU,52.7825,37.6806,296.22,69,100,2.23,overcast clouds
551,Maltahohe,NA,-24.8333,16.9833,296.03,8,3,6.11,clear sky
552,Chicama,PE,-7.8447,-79.1469,289.45,62,96,3.53,overcast clouds
553,Kharagpur,IN,22.3333,87.3333,301.65,84,75,3.07,broken clouds
554,Quang Ngai,VN,15.1167,108.8,298.53,91,100,1.63,overcast clouds
555,Berlevag,NO,70.8578,29.0864,292.04,82,75,11.83,broken clouds
556,Yara,CU,20.2753,-76.9533,305.01,52,85,3.78,overcast clouds
557,Beisfjord,NO,68.3751,17.5988,288.18,75,89,1.71,light rain
558,Rizhao,CN,35.4275,119.4553,301.12,86,3,1.87,clear sky
559,Lubango,AO,-14.9172,13.4925,298.78,19,0,3.4,clear sky
560,Spornoye,RU,50.8448,37.2913,294.39,76,93,2.17,overcast clouds
561,Mantua,IT,45.1667,10.7833,310.98,17,0,0.96,clear sky
562,Araripina,BR,-7.5761,-40.4983,300.16,49,88,3.97,overcast clouds
563,Kailua,US,21.4022,-157.7394,296.2,94,16,0.45,light rain
564,Quatre Cocos,MU,-20.2078,57.7625,294.87,66,7,6.23,clear sky
565,Cururupu,BR,-1.8283,-44.8683,302.88,63,21,3.7,few clouds
566,Ngunguru,NZ,-35.6167,174.5,283.29,75,24,2.08,few clouds
567,Oranjemund,NA,-28.55,16.4333,287.26,73,100,4.5,overcast clouds
568,Zyryanka,RU,65.75,150.85,281.78,94,100,2.9,overcast clouds
569,Jiujiang,CN,29.7333,115.9833,303.1,60,35,0.86,scattered clouds
570,Mainz,DE,50.0,8.2711,299.58,64,75,7.2,broken clouds
571,Halifax,CA,44.6453,-63.5724,298.9,88,75,2.57,broken clouds
572,Neuquen,AR,-38.9516,-68.0591,280.09,70,100,0.0,overcast clouds
573,Gerardmer,FR,48.0735,6.8779,299.06,48,100,4.09,overcast clouds
574,Arcos,BR,-20.2819,-45.5394,303.35,23,0,2.7,clear sky
575,North Bend,US,43.4065,-124.2243,291.44,77,0,4.63,clear sky
576,Raudeberg,NO,61.9875,5.1352,285.52,69,37,11.27,light rain
577,Togitsu,JP,32.8333,129.85,302.03,83,7,1.88,clear sky
578,Cervo,ES,43.6702,-7.4101,291.46,82,100,8.65,overcast clouds
579,Verkhnyaya Inta,RU,65.9811,60.3094,291.42,83,70,4.52,light rain
580,Gafanha Da Encarnacao,PT,40.6181,-8.733,295.94,79,39,3.85,scattered clouds
581,Santa Cruz Del Norte,CU,23.1539,-81.9236,302.43,69,34,5.39,scattered clouds
582,Tura,IN,25.5198,90.2201,297.75,92,100,1.48,overcast clouds
583,Straumen,NO,63.8709,11.2999,289.15,65,88,2.36,overcast clouds
584,Viedma,AR,-40.8135,-62.9967,283.28,47,28,7.12,scattered clouds
585,Caraballeda,VE,10.6112,-66.8522,305.29,65,20,2.57,few clouds
586,Thai Binh,VN,20.45,106.3333,300.16,89,100,2.06,overcast clouds
587,Torbat-E Jam,IR,35.244,60.6225,301.4,20,0,7.41,clear sky
588,Ardabil,IR,38.2498,48.2933,293.9,52,0,8.75,clear sky
589,Huanren,CN,41.2647,125.3667,295.9,98,63,0.52,broken clouds
590,Kirksville,US,40.1948,-92.5833,304.72,83,20,3.6,few clouds
591,Kalmunai,LK,7.4167,81.8167,301.16,58,100,5.56,light rain
592,Soria,ES,41.6667,-2.6667,302.65,44,36,4.93,scattered clouds
593,Fare,PF,-16.7,-151.0167,298.7,76,95,11.58,light rain
594,Weligama,LK,5.9667,80.4167,299.04,84,100,5.62,overcast clouds
595,Saint-Francois,FR,46.4154,3.9054,301.84,48,100,7.72,overcast clouds
596,Saint Anthony,US,45.0205,-93.218,302.61,59,0,7.2,clear sky
597,Ruteng,ID,-8.6136,120.4721,287.02,69,61,0.7,broken clouds
598,Santa Maria,BR,-29.6842,-53.8069,286.76,77,75,1.03,broken clouds
599,Kulhudhuffushi,MV,6.6221,73.07,300.09,85,100,7.83,overcast clouds
600,Ystad,SE,55.4297,13.8204,289.56,69,100,6.33,overcast clouds
601,Cape Coast,GH,5.1053,-1.2466,297.85,74,5,5.26,clear sky
602,Burayevo,RU,55.8407,55.4083,293.71,59,5,1.63,clear sky
603,Vammala,FI,61.3333,22.9,294.54,60,99,4.95,overcast clouds
604,Boyolangu,ID,-8.1181,111.8935,295.26,92,47,0.91,scattered clouds
605,Sorland,NO,67.667,12.6934,285.07,78,87,12.75,overcast clouds
606,Vila Franca Do Campo,PT,37.7167,-25.4333,298.38,72,25,3.94,scattered clouds
607,Kampong Chhnang,KH,12.1667,104.55,298.48,85,100,1.66,overcast clouds
608,Yatou,CN,37.15,122.3833,300.0,92,27,2.66,scattered clouds
609,Ambulu,ID,-8.345,113.6058,295.89,91,45,1.27,scattered clouds
610,Manicore,BR,-5.8092,-61.3003,306.12,58,40,2.57,scattered clouds
611,Santa Cruz,BO,-17.8,-63.1667,296.85,43,75,7.72,broken clouds
612,Santa Marinella,IT,42.0345,11.8536,308.0,68,0,3.96,clear sky
613,Gazli,UZ,40.1333,63.45,305.87,18,4,4.55,clear sky
614,Naze,JP,28.3667,129.4833,298.66,83,99,2.94,overcast clouds
615,Porto Santo,PT,33.072,-16.3415,296.36,73,75,5.14,broken clouds
616,Camacha,PT,33.0833,-16.3333,294.83,73,75,5.14,broken clouds
617,Amapa,BR,1.0,-52.0,301.52,75,17,2.08,few clouds
618,Yarada,IN,17.65,83.2667,300.33,83,75,1.03,mist
619,Kintampo,GH,8.0563,-1.7306,300.56,62,99,0.88,overcast clouds
620,Springbok,ZA,-29.6643,17.8865,289.8,39,100,0.22,overcast clouds
621,Hualmay,PE,-11.0964,-77.6139,291.31,73,100,4.3,overcast clouds
622,Andros Town,BS,24.7,-77.7667,302.87,66,7,7.96,clear sky
623,Ovsyanka,RU,55.9575,92.5519,285.69,77,100,1.29,overcast clouds
624,Pali,IN,25.7667,73.3333,301.46,79,100,1.76,overcast clouds
625,Adre,TD,13.4667,22.2,303.72,45,65,5.35,broken clouds
626,Baykit,RU,61.67,96.37,282.63,84,100,1.54,overcast clouds
627,Talara,PE,-4.5772,-81.2719,295.57,68,0,7.2,clear sky
628,Faya,SA,18.3851,42.4509,292.21,72,94,2.28,overcast clouds
629,Te Anau,NZ,-45.4167,167.7167,281.04,93,86,1.71,moderate rain
630,Kirakira,SB,-10.4544,161.9205,299.31,83,34,4.13,scattered clouds
631,Tangjiazhuang,CN,39.7333,118.45,299.0,87,18,1.46,few clouds
632,Udachnyy,RU,66.4167,112.4,283.82,78,100,6.55,overcast clouds
633,Genteng,ID,-8.3667,114.15,294.41,96,83,0.58,broken clouds
634,Mbarara,UG,-0.608,30.65,296.84,48,99,2.43,overcast clouds
635,Bogale,MM,16.2833,95.4,298.03,95,100,2.07,overcast clouds
636,Fort-Shevchenko,KZ,44.5086,50.263,302.28,49,2,9.85,clear sky
637,Sao Caetano De Odivelas,BR,-0.75,-48.02,304.71,55,50,3.66,scattered clouds
638,Ternate,ID,0.8,127.4,299.65,78,18,0.76,few clouds
639,Sovetskiy,RU,61.3614,63.5842,294.28,57,84,1.7,broken clouds
640,Zhanaozen,KZ,43.3,52.8,306.7,16,1,4.14,clear sky
641,Le Port,RE,-20.9373,55.2919,294.15,63,49,1.94,scattered clouds
642,Wilkie,CA,52.4168,-108.7014,285.36,86,89,9.43,overcast clouds
643,Prescott Valley,US,34.5894,-112.3252,299.24,60,27,1.34,scattered clouds
644,Nakhon Thai,TH,17.1006,100.8374,297.08,97,100,0.92,moderate rain
645,Hoi An,VN,15.8794,108.335,299.13,88,99,2.81,overcast clouds
646,Tanete,ID,-3.9443,119.7848,295.22,92,41,1.43,scattered clouds
647,Port Hedland,AU,-20.3167,118.5667,288.18,55,0,2.57,clear sky
648,Remedios,CU,22.4947,-79.5458,303.66,70,6,6.03,clear sky
649,Abay,KZ,49.6311,72.8539,290.36,33,100,7.35,overcast clouds
650,Valdivia,CL,-39.8142,-73.2459,281.2,98,100,1.54,overcast clouds
651,Drayton Valley,CA,53.2168,-114.9854,282.93,90,100,5.86,overcast clouds
652,Sanghar,PK,26.0466,68.9481,307.24,50,57,4.11,moderate rain
653,Hambantota,LK,6.1241,81.1185,299.42,78,100,7.18,overcast clouds
654,Goshen,US,41.5823,-85.8344,301.71,83,100,0.0,overcast clouds
655,Xichang,CN,27.8964,102.2634,292.62,90,67,1.44,broken clouds
656,Tunapuna,TT,10.6333,-61.3833,304.16,62,20,5.14,few clouds
657,Shahr-E Babak,IR,30.1165,55.1186,301.98,19,0,8.67,clear sky
658,Vagur,FO,61.4732,-6.8119,283.41,81,19,5.03,few clouds
659,Shieli,KZ,44.1667,66.75,295.76,58,83,3.43,broken clouds
660,Arman,RU,59.7,150.1667,287.05,98,98,2.4,overcast clouds
661,Macusani,PE,-14.0833,-70.4333,280.21,54,100,3.99,overcast clouds
662,Warri,NG,5.5167,5.75,300.48,63,100,3.32,overcast clouds
663,Kisii,KE,-0.6817,34.7667,290.48,80,95,1.12,overcast clouds
664,Zaraysk,RU,54.7653,38.8836,298.42,56,46,2.24,scattered clouds
665,Susangerd,IR,31.5608,48.1831,319.47,11,0,3.94,clear sky
666,Broome,US,42.2506,-75.833,301.59,81,20,2.57,few clouds
667,Itatiaia,BR,-22.4961,-44.5633,306.4,22,3,2.79,clear sky
668,Nouadhibou,MR,20.931,-17.0347,294.67,89,1,6.6,clear sky
669,Roma,US,43.2128,-75.4557,301.31,79,75,0.89,broken clouds
670,Coihaique,CL,-45.5752,-72.0662,276.12,70,20,1.54,few clouds
671,Darhan,MN,49.4867,105.9228,289.11,89,100,1.56,overcast clouds
672,Smithers,CA,54.7804,-127.1743,288.33,72,20,2.06,few clouds
673,Sesheke,ZM,-17.4759,24.2968,299.76,21,0,3.11,clear sky
674,Sistranda,NO,63.7256,8.834,288.13,73,4,9.92,clear sky
675,Klyuchi,RU,52.2667,79.1667,291.88,40,0,3.6,clear sky
676,Libenge,CD,3.65,18.6333,298.78,78,81,1.98,broken clouds
677,Batemans Bay,AU,-35.7167,150.1833,284.87,57,0,2.21,clear sky
678,Chagoda,RU,59.164,35.3285,299.12,50,24,1.94,few clouds
679,Plainview,US,40.7765,-73.4673,304.74,63,0,3.6,clear sky
680,Nyurba,RU,63.2842,118.3319,281.9,99,100,2.9,light rain
681,Tazovskiy,RU,67.4667,78.7,285.94,78,54,2.12,broken clouds
682,Bac Lieu,VN,9.285,105.7244,299.58,85,100,3.46,overcast clouds
683,Ossora,RU,59.2353,163.0719,286.17,83,86,1.78,overcast clouds
684,Bage,BR,-31.3314,-54.1069,284.03,71,20,4.63,few clouds
685,Kimbe,PG,-5.5502,150.1429,296.76,90,90,2.1,overcast clouds
686,Matadi,CD,-5.8167,13.45,304.31,42,39,4.14,scattered clouds
687,Juegang,CN,32.3174,121.1855,300.74,74,7,1.78,clear sky
688,Hokitika,NZ,-42.7167,170.9667,286.71,97,100,9.97,moderate rain
689,Myaundzha,RU,63.0494,147.1858,284.07,95,25,2.68,scattered clouds
690,Celestun,MX,20.8667,-90.4,302.41,62,36,1.79,scattered clouds
691,Lerwick,GB,60.1545,-1.1494,285.15,81,100,7.89,overcast clouds
692,Meulaboh,ID,4.1363,96.1285,298.05,85,99,1.58,overcast clouds
693,Longyan,CN,25.1072,117.0225,296.36,98,58,0.95,broken clouds
694,Vrede,ZA,-27.4257,29.1659,285.78,28,4,2.19,clear sky
695,Yuksekova,TR,37.5736,44.2872,301.01,24,20,3.6,few clouds
