City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
531,Idenao,CM,75.43,light rain,4.2475,9.0047,Moland Beach Resort
532,Vao,NC,71.13,overcast clouds,-22.6667,167.4833,Hotel Kou-Bugny
533,Kattivakkam,IN,84.29,moderate rain,13.2167,80.3167,Euronova Freezer
535,Sukhumi,GE,74.16,broken clouds,43.0033,41.0153,Leon Boutique Hotel
536,Fresnillo,MX,76.96,few clouds,23.1667,-102.8833,HOTEL DEL FRESNO
541,Bathsheba,BB,88.41,few clouds,13.2167,-59.5167,Atlantis Hotel
543,Vokhma,RU,70.27,overcast clouds,58.9303,46.7586,"Gostinitsa ""Yelki-Palki"""
546,Cabedelo,BR,83.07,scattered clouds,-6.9811,-34.8339,Pousada Camboinha
548,Ambon,ID,78.24,few clouds,-3.6954,128.1814,Swiss-Belhotel Ambon
553,Kharagpur,IN,82.4,overcast clouds,22.3333,87.3333,Guin Bros Lodge
